;  ZJX-FLIGHTPLANS.TXT 9 AUG 23

;                     2000 1112
;                     3257 1470
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 JBU 0     A20N 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 SWA 0     B38M 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 SWA 0     B737 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 SWA 0     B738 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BRO 01 0101 0001 1.0 1234567 VXP 0     B738 533 360 KMCO.OSPRY0.REMIS.Y280.LEV..LCH./.KBRO
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 SWA 0     B737 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 SWA 0     B738 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 SWA 0     B38M 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 JBU 0     A320 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 JBU 0     A321 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 JBU 0     A20N 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  BUF 01 0101 0001 1.0 1234567 FFT 0     A320 532 370 KMCO.FATHE0.VIYAP.Q69.RICCS..EWC./.KBUF
FPX ZJX MCO  CRW 01 0101 0001 1.0 1234567 MXY 0     BCS3 520 340 KMCO.FATHE0.VIYAP..GRD..HVQ./.KCRW
FPX ZJX MCO  CHO 01 0101 0001 1.0 1234567 VXP 0     B738 526 370 KMCO.FATHE0.VIYAP.Q69.LUNDD..MOL./.KCHO
FPX ZJX MCO  MDW 01 0101 0001 1.0 1234567 SWA 0     B737 528 380 KMCO.RDSOX0.JFRYS..BRUTS..THRSR..SPA./.KMDW
FPX ZJX MCO  MDW 01 0101 0001 1.0 1234567 SWA 0     B738 528 380 KMCO.RDSOX0.JFRYS..BRUTS..THRSR..SPA./.KMDW
FPX ZJX MCO  MDW 01 0101 0001 1.0 1234567 FFT 0     A20N 528 380 KMCO.RDSOX0.JFRYS..BRUTS..THRSR..SPA./.KMDW
FPX ZJX MCO  MDW 01 0101 0001 1.0 1234567 SWA 0     B38M 528 380 KMCO.RDSOX0.JFRYS..BRUTS..THRSR..SPA./.KMDW
FPX ZJX MCO  CVG 01 0101 0001 1.0 1234567 DAL 0     B738 535 380 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..VXV./.KCVG
FPX ZJX MCO  CVG 01 0001 0001 1.0 1234567 FFT 0     A20N 535 380 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..VXV./.KCVG
FPX ZJX MCO  CVG 01 0011 0001 1.0 1234567 SWA 0     B738 535 380 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..VXV./.KCVG
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 UAL 0     B739 518 330 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 AAL 0     B738 518 330 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 SWA 0     B737 527 350 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 UAL 0     B753 518 370 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 NKS 0     A321 527 350 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 FFT 0     A321 527 350 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 UAL 0     B39M 518 370 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  ORD 01 0011 0001 1.0 1234567 NKS 0     A319 527 350 KMCO.FATHE0.VIYAP.Q69.GURGE.Q93.FISHO.Q93.QUIWE.Q93.HEVAN..SPA./.KORD
FPX ZJX MCO  CLE 01 0011 0001 1.0 1234567 UAL 0     B39M 559 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..BURGG..HVQ./.KCLE
FPX ZJX MCO  CLE 01 0011 0001 1.0 1234567 FFT 0     A321 559 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..BURGG..HVQ./.KCLE
